SKU,Title,Status,Price,Product image URL,Rarity (product.metafields.shopify.rarity),Description,Color (product.metafields.shopify.color-pattern),Card attributes (product.metafields.shopify.card-attributes),Product Category,Tags
670875,You'll Frighten Me... (Alternate Art) (OP14-118),Draft,441,https://tcgplayer-cdn.tcgplayer.com/product/670875_in_1000x1000.jpg,Rare,"[Counter] If you have 2 or less Life cards, up to 1 of your opponent's active Characters cannot attack during this turn.
<br>[Trigger] Play up to 1 Character card with 6000 power or less and a [Trigger] from your hand.",Yellow,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
670876,Donquixote Rosinante - OP12-108 (OP12-108),Draft,90,https://tcgplayer-cdn.tcgplayer.com/product/670876_in_1000x1000.jpg,Treasure Rare,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Trafalgar Law] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671329,Scaled Neptunian (EB04-011),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671329_in_1000x1000.jpg,Common,"[Rush: Character] <em>(This card can attack Characters on the turn in which it is played.)</em><br>
[On Play] Draw a card for each of your {Neptunian} type Characters. Then, trash the same number of cards from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671330,Kouzuki Sukiyaki (EB04-014),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671330_in_1000x1000.jpg,Common,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>
[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your {Land of Wano} type Leader.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671331,Bird Neptunian (EB04-016),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671331_in_1000x1000.jpg,Common,"[Activate: Main] Set up to 1 of your DON!! cards as active. Then, you cannot set DON!! cards as active using Character effects during this turn.<br>
[When Attacking] If you have 3 or more {Neptunian} type Characters, rest up to 1 of your opponent's Characters with a cost of 8 or less.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671332,Mystoms (EB04-017),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671332_in_1000x1000.jpg,Common,"[Your Turn] If you have 3 or more {Minks} type Characters, give all of your opponent's Characters 1 cost.<br>
[On Play] If your Leader has the {Minks} type, play up to 1 {Minks} type Character card with a cost of 5 or less from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671333,Megalo (EB04-018),Draft,2,https://tcgplayer-cdn.tcgplayer.com/product/671333_in_1000x1000.jpg,Rare,[On Play] You may rest this Character: K.O. up to 1 of your opponent's rested Characters with 8000 power or less.,Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671334,Shark Brick Fist (EB04-020),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671334_in_1000x1000.jpg,Common,"[Counter] Up to 1 of your {Fish-Man} type Leader or Character cards gains +3000 power during this battle. Then, set up to 1 of your {Fish-Man} type Characters as active.<br>
[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671335,Igaram (EB04-021),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671335_in_1000x1000.jpg,Common,"[On Play] If your Leader is [Nefeltari Vivi], draw 2 cards and trash 1 card from your hand.<br>
[Activate: Main] [Once Per Turn] <strong>You may trash 1 card from your hand:</strong> Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671336,Issho - EB04-022 (EB04-022),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671336_in_1000x1000.jpg,Rare,"[On Play] <strong>You may trash 2 cards from your hand:</strong> If your opponent has 6 or more cards in their hand, your opponent places 2 cards from their hand at the bottom of their deck in any order.<br>
[DON!! x1] [When Attacking] <strong>You may trash 1 card from your hand:</strong> Give up to 1 of your opponent's Characters 2000 power during this turn.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671337,Terracotta (EB04-024),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671337_in_1000x1000.jpg,Common,"[Activate: Main] <strong>You may rest this Character and trash 1 card from your hand:</strong> Up to 1 of your {Alabasta} type Characters gains [Unblockable] during this turn.<br>
<em>(This card cannot be blocked.)</em>",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671338,Bluegrass (EB04-026),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671338_in_1000x1000.jpg,Common,"[On Play] Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.<br>
[When Attacking] Draw 1 card and trash 1 card from your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671339,Ice Time (EB04-028),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671339_in_1000x1000.jpg,Rare,"[Main] <strong>You may trash 1 card from your hand:</strong> If your Leader has the {Navy} type, up to 2 of your opponent's Characters with 10000 power or less cannot attack until the end of your opponent's next End Phase.<br>
<br>[Trigger] Return up to 1 Character with a cost of 5 or less to the owner's hand.",Blue,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671340,I Heard the Sound...of a Lady's Teardrops Falling (EB04-029),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671340_in_1000x1000.jpg,Common,"[Main] If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 [Sanji] or Event card and add it to your hand. Then, trash the rest.<br>
[Counter] <strong>You may trash 1 card from your hand:</strong> Up to 1 of your [Sanji] cards gains +4000 power during this battle.",Blue,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671341,King (EB04-031),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671341_in_1000x1000.jpg,Rare,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead.<br>
[Activate: Main] [Once Per Turn] If your Leader has the {Animal Kingdom Pirates} type and you have no other [King] Characters, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671342,Queen (EB04-032),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671342_in_1000x1000.jpg,Rare,"[On Play] <strong>You may trash 1 {Animal Kingdom Pirates} type card from your hand:</strong> Draw 2 cards.<br>
[Activate: Main] [Once Per Turn] <strong>You may rest 2 of your DON!! cards:</strong> If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671343,Groggy Monsters (EB04-033),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671343_in_1000x1000.jpg,Common,"[On Play] <strong>DON!! 1:</strong> If you have 3 or more {Foxy Pirates} type Characters, K.O. up to 1 of your opponent's Characters with 6000 base power or less.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671344,Charlotte Pudding (EB04-034),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671344_in_1000x1000.jpg,Common,"[Blocker]<br>
[On Your Opponent's Attack] [Once Per Turn] <strong>You may trash 1 card from your hand:</strong> If you have 4 or more Events in your trash, up to 1 of your Leader or Character cards gains +2000 power during this battle.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671345,Hitokiri Kamazo (EB04-035),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671345_in_1000x1000.jpg,Common,"[Blocker]<br>
[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, if your Leader has the {Kid Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671346,Porche (EB04-037),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671346_in_1000x1000.jpg,Common,"[On Play] If your Leader has the {Foxy Pirates} type, look at 5 cards from the top of your deck; reveal up to 1 {Foxy Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671347,"Eustass""Captain""Kid - EB04-039 (EB04-039)",Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671347_in_1000x1000.jpg,Rare,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.<br>
[Activate: Main] <strong>You may trash this Character:</strong> Play up to 1 {Kid Pirates} type Character card with a cost of 5 or less from your hand.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671348,Flame Dragon Torch (EB04-040),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671348_in_1000x1000.jpg,Rare,"[Main] <strong>You may rest 6 of your DON!! cards:</strong> Up to 1 of your [Kaido] cards gains +3000 power during this turn. Then, rest up to 1 of your opponent's Characters.<br>
[Counter] <strong>DON!! 1:</strong> Your Leader gains +4000 power during this battle.",Purple,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671349,Urouge (OP14-002),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671349_in_1000x1000.jpg,Uncommon,"[When Attacking] If this Character has 5000 power or more, draw 1 card and K.O. up to 1 of your opponent's Characters with 3000 base power or less.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671350,"Capone""Gang""Bege (OP14-003)",Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671350_in_1000x1000.jpg,Common,This Character cannot be K.O.'d by effects of your opponent's Characters with 5000 base power or less.,Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671351,Cavendish (OP14-004),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671351_in_1000x1000.jpg,Uncommon,"If this Character has 5000 power or more, this Character gains [Rush].<br>
<em>(This card can attack on the turn in which it is played.)</em>",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671352,Killer (OP14-005),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671352_in_1000x1000.jpg,Common,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671353,Shachi & Penguin (OP14-006),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671353_in_1000x1000.jpg,Common,"[When Attacking] If this Character has 5000 power or more, give up to 1 of your opponent's Characters 2000 power during this turn.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671354,Jewelry Bonney (OP14-007),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671354_in_1000x1000.jpg,Common,,Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671355,Scratchmen Apoo (OP14-008),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671355_in_1000x1000.jpg,Common,,Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671356,Basil Hawkins (OP14-010),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671356_in_1000x1000.jpg,Uncommon,"[On K.O.] Look at 5 cards from the top of your deck; play up to 1 {Supernovas} type Character card with 2000 power or less other than [Basil Hawkins]. Then, place the rest at the bottom of your deck in any order.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671357,Bartolomeo (OP14-011),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671357_in_1000x1000.jpg,Uncommon,"[DON!! x2] This Character gains [Blocker].<br>
<em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671358,Bepo (OP14-012),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671358_in_1000x1000.jpg,Common,"[When Attacking] If this Character has 5000 power or more, give up to 2 rested DON!! cards to your Leader or 1 of your Characters.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671359,"Eustass""Captain""Kid - OP14-014 (OP14-014)",Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671359_in_1000x1000.jpg,Rare,"[Blocker]<br>
[On Play] If your Leader has the {Supernovas} type, play up to 1 red Character card with 2000 power or less from your hand.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671360,X.Drake (OP14-016),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671360_in_1000x1000.jpg,Rare,"[Opponent's Turn] [Once Per Turn] If your {Supernovas} type Character would be removed from the field by your opponent's effect, you may give your Leader 2000 power during this turn instead.<br>
[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters 2000 power during this turn.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671361,Chambres (OP14-017),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671361_in_1000x1000.jpg,Common,[Main] Select 2 of your opponent's Characters with 9000 base power or less. Swap the base power of the selected Characters with each other during this turn.,Red,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671362,Time for the Counterattack (OP14-018),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671362_in_1000x1000.jpg,Rare,"[Counter] If there is a Character with 8000 power or more, up to 1 of your Leader or Character cards gains +4000 power during this battle.<br>
[Trigger] Play up to 1 red Character card with 2000 power or less from your hand.",Red,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671363,I Have a Plan to Take Down One of the Four Emperors!! (OP14-019),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671363_in_1000x1000.jpg,Uncommon,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Supernovas} or {Straw Hat Crew} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.<br>
[Trigger] Draw 1 card.",Red,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671364,Issho - OP14-021 (OP14-021),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671364_in_1000x1000.jpg,Common,"[Your Turn] When this Character becomes rested, you may add 1 card from the top of your Life cards to your hand. If you do, up to 1 of your opponent's rested Characters or Stages will not become active in your opponent's next Refresh Phase.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671365,Usopp (OP14-022),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671365_in_1000x1000.jpg,Uncommon,"[End of Your Turn] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 2 of your DON!! cards as active.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671366,Kikunojo - OP14-023 (OP14-023),Draft,2,https://tcgplayer-cdn.tcgplayer.com/product/671366_in_1000x1000.jpg,Rare,[End of Your Turn] Set this Character as active.,Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671367,Kin'emon (OP14-024),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671367_in_1000x1000.jpg,Common,"[On Play] Set up to 3 of your DON!! cards as active. Then, you cannot play Character cards during this turn.<br>
[On K.O.] Rest up to 1 of your opponent's cards.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671368,Kuro (OP14-025),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671368_in_1000x1000.jpg,Common,"[On Play] If your Leader is [Kuro], play up to 1 {East Blue} type Character card with a cost of 6 or less from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671369,Kouzuki Oden (OP14-026),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671369_in_1000x1000.jpg,Uncommon,"[Opponent's Turn] If this Character is rested, this Character gains +2000 power.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671370,Shanks (OP14-027),Draft,2,https://tcgplayer-cdn.tcgplayer.com/product/671370_in_1000x1000.jpg,Rare,"[Your Turn] When this Character becomes rested, rest up to 1 of your opponent's Characters with 7000 base power or less.<br>
[Opponent's Turn] If this Character is rested, give all of your opponent's Characters 1000 power.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671371,Johnny (OP14-028),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671371_in_1000x1000.jpg,Common,"[Your Turn] When this Character becomes rested, K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671372,Tashigi (OP14-029),Draft,2,https://tcgplayer-cdn.tcgplayer.com/product/671372_in_1000x1000.jpg,Rare,"[Opponent's Turn] If this Character would be removed from the field by your opponent's effect, you may rest 1 of your cards instead.<br>
[Activate: Main] [Once Per Turn] <strong>You may rest 2 of your cards:</strong> This Character gains +2000 power until the end of your opponent's next End Phase.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671373,Chaka & Pell - OP14-030 (OP14-030),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671373_in_1000x1000.jpg,Common,,Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671374,Humandrill (OP14-032),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671374_in_1000x1000.jpg,Uncommon,"[Your Turn] When this Character becomes rested, rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671375,Monkey.D.Luffy - OP14-34 (OP14-034),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671375_in_1000x1000.jpg,Rare,"[Your Turn] All of your green {Straw Hat Crew} type Characters with a base cost of 4 or more gain +1000 power.<br>
[Once Per Turn] If your {Straw Hat Crew} type Character would be K.O.'d by your opponent's effect, you may rest 1 of your Characters instead.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671376,Yosaku (OP14-035),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671376_in_1000x1000.jpg,Common,"[Your Turn] When this Character becomes rested, up to 1 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671377,"Strive to Surpass me, Roronoa Zoro!!! (OP14-036)",Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671377_in_1000x1000.jpg,Common,"[Counter] <strong>You may rest 1 of your cards:</strong> Up to 1 of your Leader or Character cards gains +4000 power during this battle.<br>
[Trigger] <strong>You may rest 1 of your cards:</strong> Rest up to 1 of your opponent's Characters with 7000 base power or less.",Green,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671378,For Fun (OP14-037),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671378_in_1000x1000.jpg,Rare,"[Main] <strong>You may rest 3 of your cards:</strong> K.O. up to 1 of your opponent's rested Characters with 7000 base power or less.<br>
[Counter] Your Leader gains +3000 power during this battle.",Green,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671379,I Never Bother to Remember the Faces of Trash (OP14-038),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671379_in_1000x1000.jpg,Uncommon,"[Main] <strong>You may rest 2 of your cards:</strong> Draw 1 card and rest up to 1 of your opponent's Characters with 7000 base power or less.<br>
[Counter] Your Leader gains +3000 power during this battle.",Green,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671380,Coffin Boat (OP14-039),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671380_in_1000x1000.jpg,Uncommon,"[On Play] If your Leader is [Dracule Mihawk], draw 1 card.<br>
[End of Your Turn] If your Leader is [Dracule Mihawk], set up to 1 of your DON!! cards as active.",Green,Stage,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671381,Arlong (OP14-042),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671381_in_1000x1000.jpg,Rare,"[On Play] If your Leader has the {Fish-Man} type, look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671382,Aladine (OP14-043),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671382_in_1000x1000.jpg,Rare,"[On Play] Play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 3 or less from your hand.<br>
[On K.O.] Draw 1 card.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671383,Edward.Newgate (OP14-044),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671383_in_1000x1000.jpg,Common,"[Blocker]<br>
[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671384,Kuroobi (OP14-045),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671384_in_1000x1000.jpg,Uncommon,"When a card is trashed from your hand by an effect, this Character gains [Rush] during this turn.<br>
<em>(This card can attack on the turn in which it is played.)</em><br>
[On K.O.] Draw 1 card.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671385,Koala (OP14-046),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671385_in_1000x1000.jpg,Uncommon,[Activate: Main] <strong>You may trash this Character:</strong> Up to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards gains +2000 power during this turn.,Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671386,Shirahoshi (OP14-047),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671386_in_1000x1000.jpg,Rare,"[Blocker]<br>
[On Play] Draw 1 card and play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 3 or less from your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671387,Shiryu (OP14-048),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671387_in_1000x1000.jpg,Common,"[On Play] Return up to 1 of your opponent's Characters to the owner's hand. Then, trash all cards from your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671388,Chew (OP14-050),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671388_in_1000x1000.jpg,Uncommon,"[On Play] If your Leader has the {Fish-Man} type, draw 1 card.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671389,Hatchan (OP14-051),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671389_in_1000x1000.jpg,Common,[DON!! x2] [On K.O.] Draw 1 card.,Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671390,Hannyabal (OP14-052),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671390_in_1000x1000.jpg,Common,"[Blocker]<br>
[On Play] <strong>You may trash 3 cards from your hand:</strong> Play up to 1 {Impel Down} type Character card with a cost of 6 or less from your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671391,Vista (OP14-053),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671391_in_1000x1000.jpg,Common,"[Blocker]<br>
[Opponent's Turn] If you have 7 or less cards in your hand, this Character's base power becomes the same as your Leader's base power.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671392,Fisher Tiger (OP14-054),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671392_in_1000x1000.jpg,Uncommon,"[On Play] If your Leader has the {Fish-Man} type, draw 3 cards.<br>
[End of Your Turn] Trash cards from your hand until you have 5 cards in your hand.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671393,The Macro Gang (OP14-055),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671393_in_1000x1000.jpg,Common,,Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671394,Wadatsumi (OP14-056),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671394_in_1000x1000.jpg,Common,"This Character cannot attack.<br>
When a card is trashed from your hand by an effect, this Character's effect is negated during this turn.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671395,Don't Worry!! I'm Here!! (OP14-057),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671395_in_1000x1000.jpg,Common,"[Main] All of your {Fish-Man} or {Merfolk} type Leader and Character cards gain +1000 power during this turn.<br>
[Trigger] Draw 2 cards.",Blue,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
